Date,PeriodLabel,Year,MonthNumber,ActualValue,IndexedValue,AnnualMovementValue,CommonIndexBaseDate,IndicatorSort,Indicator,IndicatorLabel,Unit
2022-09-01,2022-09,2022,9,261466.0,335.42783835792176,0.083,2000-01-01,1,UK average house price,Index: house price,GBP
2022-09-01,2022-09,2022,9,619.0,202.95081967213116,0.058119658119658135,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2022-09-01,2022-09,2022,9,0.038,65.51724137931035,-0.0049999999999999975,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2022-10-01,2022-10,2022,10,262259.0,336.4451571520205,0.111,2000-01-01,1,UK average house price,Index: house price,GBP
2022-10-01,2022-10,2022,10,628.0,205.90163934426232,0.06621392190152808,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2022-10-01,2022-10,2022,10,0.039,67.24137931034483,-0.0030000000000000027,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2022-11-01,2022-11,2022,11,262889.0,337.253367543297,0.08800000000000001,2000-01-01,1,UK average house price,Index: house price,GBP
2022-11-01,2022-11,2022,11,633.0,207.54098360655738,0.07288135593220346,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2022-11-01,2022-11,2022,11,0.039,67.24137931034483,-0.0030000000000000027,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2022-12-01,2022-12,2022,12,261698.0,335.7254650416934,0.073,2000-01-01,1,UK average house price,Index: house price,GBP
2022-12-01,2022-12,2022,12,635.0,208.1967213114754,0.04785478547854782,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2022-12-01,2022-12,2022,12,0.039,67.24137931034483,-0.001999999999999995,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2023-01-01,2023-01,2023,1,260941.0,334.7543296985247,0.052000000000000005,2000-01-01,1,UK average house price,Index: house price,GBP
2023-01-01,2023-01,2023,1,639.0,209.5081967213115,0.06146179401993357,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2023-01-01,2023-01,2023,1,0.04,68.96551724137932,0.0010000000000000009,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2023-02-01,2023-02,2023,2,260011.0,333.56125721616417,0.042,2000-01-01,1,UK average house price,Index: house price,GBP
2023-02-01,2023-02,2023,2,643.0,210.81967213114754,0.06633499170812596,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2023-02-01,2023-02,2023,2,0.04,68.96551724137932,0.0020000000000000018,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2023-03-01,2023-03,2023,3,258531.0,331.662604233483,0.027000000000000003,2000-01-01,1,UK average house price,Index: house price,GBP
2023-03-01,2023-03,2023,3,644.0,211.14754098360655,0.05921052631578938,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2023-03-01,2023-03,2023,3,0.039,67.24137931034483,0.0010000000000000009,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2023-04-01,2023-04,2023,4,258197.0,331.2341244387428,0.017,2000-01-01,1,UK average house price,Index: house price,GBP
2023-04-01,2023-04,2023,4,652.0,213.7704918032787,0.07590759075907583,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2023-04-01,2023-04,2023,4,0.04,68.96551724137932,0.0029999999999999957,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2023-05-01,2023-05,2023,5,257988.0,330.9660038486209,0.009000000000000001,2000-01-01,1,UK average house price,Index: house price,GBP
2023-05-01,2023-05,2023,5,655.0,214.75409836065575,0.07907742998352552,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2023-05-01,2023-05,2023,5,0.042,72.41379310344828,0.0040000000000000036,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2023-06-01,2023-06,2023,6,257797.0,330.7209749839641,0.001,2000-01-01,1,UK average house price,Index: house price,GBP
2023-06-01,2023-06,2023,6,670.0,219.672131147541,0.0912052117263844,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2023-06-01,2023-06,2023,6,0.043,74.13793103448276,0.006999999999999992,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2023-07-01,2023-07,2023,7,257894.0,330.8454137267479,-0.006999999999999999,2000-01-01,1,UK average house price,Index: house price,GBP
2023-07-01,2023-07,2023,7,665.0,218.0327868852459,0.08306188925081437,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2023-07-01,2023-07,2023,7,0.043,74.13793103448276,0.006999999999999992,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2023-08-01,2023-08,2023,8,258002.0,330.98396407953817,-0.01,2000-01-01,1,UK average house price,Index: house price,GBP
2023-08-01,2023-08,2023,8,665.0,218.0327868852459,0.07258064516129026,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2023-08-01,2023-08,2023,8,0.040999999999999995,70.6896551724138,0.00399999999999999,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2023-09-01,2023-09,2023,9,257193.0,329.94611930724824,-0.017,2000-01-01,1,UK average house price,Index: house price,GBP
2023-09-01,2023-09,2023,9,670.0,219.672131147541,0.08239095315024225,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2023-09-01,2023-09,2023,9,0.04,68.96551724137932,0.0020000000000000018,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2023-10-01,2023-10,2023,10,256804.0,329.447081462476,-0.021,2000-01-01,1,UK average house price,Index: house price,GBP
2023-10-01,2023-10,2023,10,665.0,218.0327868852459,0.05891719745222934,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2023-10-01,2023-10,2023,10,0.04,68.96551724137932,0.0010000000000000009,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2023-11-01,2023-11,2023,11,255940.0,328.33867864015394,-0.026000000000000002,2000-01-01,1,UK average house price,Index: house price,GBP
2023-11-01,2023-11,2023,11,670.0,219.672131147541,0.05845181674565558,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2023-11-01,2023-11,2023,11,0.039,67.24137931034483,0.0,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2023-12-01,2023-12,2023,12,254721.0,326.77485567671584,-0.027000000000000003,2000-01-01,1,UK average house price,Index: house price,GBP
2023-12-01,2023-12,2023,12,672.0,220.32786885245903,0.058267716535433056,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2023-12-01,2023-12,2023,12,0.040999999999999995,70.6896551724138,0.001999999999999995,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2024-01-01,2024-01,2024,1,256122.0,328.57216164207824,-0.019,2000-01-01,1,UK average house price,Index: house price,GBP
2024-01-01,2024-01,2024,1,676.0,221.63934426229508,0.05790297339593109,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2024-01-01,2024-01,2024,1,0.042,72.41379310344828,0.0020000000000000018,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2024-02-01,2024-02,2024,2,256011.0,328.4297626683772,-0.016,2000-01-01,1,UK average house price,Index: house price,GBP
2024-02-01,2024-02,2024,2,680.0,222.95081967213113,0.05754276827371685,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2024-02-01,2024-02,2024,2,0.043,74.13793103448276,0.0029999999999999957,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2024-03-01,2024-03,2024,3,257065.0,329.781911481719,-0.003,2000-01-01,1,UK average house price,Index: house price,GBP
2024-03-01,2024-03,2024,3,684.0,224.2622950819672,0.06211180124223592,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2024-03-01,2024-03,2024,3,0.044000000000000004,75.86206896551725,0.0050000000000000044,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2024-04-01,2024-04,2024,4,258439.0,331.5445798588839,0.0,2000-01-01,1,UK average house price,Index: house price,GBP
2024-04-01,2024-04,2024,4,688.0,225.57377049180326,0.05521472392638027,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2024-04-01,2024-04,2024,4,0.044000000000000004,75.86206896551725,0.0040000000000000036,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2024-05-01,2024-05,2024,5,259361.0,332.7273893521488,0.005,2000-01-01,1,UK average house price,Index: house price,GBP
2024-05-01,2024-05,2024,5,691.0,226.5573770491803,0.05496183206106875,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2024-05-01,2024-05,2024,5,0.042,72.41379310344828,0.0,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2024-06-01,2024-06,2024,6,259280.0,332.6234765875561,0.005,2000-01-01,1,UK average house price,Index: house price,GBP
2024-06-01,2024-06,2024,6,692.0,226.88524590163937,0.032835820895522394,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2024-06-01,2024-06,2024,6,0.042,72.41379310344828,-0.000999999999999994,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2024-07-01,2024-07,2024,7,259388.0,332.76202694034635,0.005,2000-01-01,1,UK average house price,Index: house price,GBP
2024-07-01,2024-07,2024,7,693.0,227.21311475409837,0.042105263157894646,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2024-07-01,2024-07,2024,7,0.040999999999999995,70.6896551724138,-0.0020000000000000018,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2024-08-01,2024-08,2024,8,260390.0,334.04746632456704,0.009000000000000001,2000-01-01,1,UK average house price,Index: house price,GBP
2024-08-01,2024-08,2024,8,697.0,228.52459016393442,0.048120300751879785,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2024-08-01,2024-08,2024,8,0.043,74.13793103448276,0.0020000000000000018,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2024-09-01,2024-09,2024,9,261092.0,334.94804361770366,0.013000000000000001,2000-01-01,1,UK average house price,Index: house price,GBP
2024-09-01,2024-09,2024,9,704.0,230.81967213114757,0.05074626865671639,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2024-09-01,2024-09,2024,9,0.043,74.13793103448276,0.0029999999999999957,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2024-10-01,2024-10,2024,10,262182.0,336.34637588197563,0.02,2000-01-01,1,UK average house price,Index: house price,GBP
2024-10-01,2024-10,2024,10,705.0,231.14754098360658,0.06015037593984962,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2024-10-01,2024-10,2024,10,0.044000000000000004,75.86206896551725,0.0040000000000000036,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2024-11-01,2024-11,2024,11,262429.0,336.6632456703015,0.024,2000-01-01,1,UK average house price,Index: house price,GBP
2024-11-01,2024-11,2024,11,707.0,231.80327868852459,0.055223880597014885,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2024-11-01,2024-11,2024,11,0.044000000000000004,75.86206896551725,0.0050000000000000044,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2024-12-01,2024-12,2024,12,263299.0,337.77934573444514,0.031,2000-01-01,1,UK average house price,Index: house price,GBP
2024-12-01,2024-12,2024,12,714.0,234.09836065573774,0.0625,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2024-12-01,2024-12,2024,12,0.044000000000000004,75.86206896551725,0.0030000000000000096,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2025-01-01,2025-01,2025,1,265068.0,340.04874919820395,0.035,2000-01-01,1,UK average house price,Index: house price,GBP
2025-01-01,2025-01,2025,1,710.0,232.78688524590163,0.050295857988165604,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2025-01-01,2025-01,2025,1,0.044000000000000004,75.86206896551725,0.0020000000000000018,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2025-02-01,2025-02,2025,2,266123.0,341.4021808851828,0.04,2000-01-01,1,UK average house price,Index: house price,GBP
2025-02-01,2025-02,2025,2,719.0,235.7377049180328,0.057352941176470607,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2025-02-01,2025-02,2025,2,0.045,77.58620689655173,0.0020000000000000018,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2025-03-01,2025-03,2025,3,270116.0,346.5246953175112,0.051,2000-01-01,1,UK average house price,Index: house price,GBP
2025-03-01,2025-03,2025,3,725.0,237.7049180327869,0.059941520467836185,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2025-03-01,2025-03,2025,3,0.046,79.3103448275862,0.001999999999999995,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2025-04-01,2025-04,2025,4,262507.0,336.7633098139833,0.016,2000-01-01,1,UK average house price,Index: house price,GBP
2025-04-01,2025-04,2025,4,720.0,236.0655737704918,0.04651162790697683,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2025-04-01,2025-04,2025,4,0.047,81.0344827586207,0.0029999999999999957,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2025-05-01,2025-05,2025,5,264964.0,339.91533033996154,0.021,2000-01-01,1,UK average house price,Index: house price,GBP
2025-05-01,2025-05,2025,5,723.0,237.04918032786884,0.04630969609261948,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2025-05-01,2025-05,2025,5,0.047,81.0344827586207,0.0049999999999999975,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2025-06-01,2025-06,2025,6,266744.0,342.19884541372676,0.028999999999999998,2000-01-01,1,UK average house price,Index: house price,GBP
2025-06-01,2025-06,2025,6,725.0,237.7049180327869,0.047687861271676235,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2025-06-01,2025-06,2025,6,0.047,81.0344827586207,0.0049999999999999975,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2025-07-01,2025-07,2025,7,266416.0,341.77806286080823,0.026000000000000002,2000-01-01,1,UK average house price,Index: house price,GBP
2025-07-01,2025-07,2025,7,728.0,238.68852459016395,0.05050505050505061,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2025-07-01,2025-07,2025,7,0.048,82.75862068965519,0.007000000000000006,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2025-08-01,2025-08,2025,8,267033.0,342.56959589480437,0.025,2000-01-01,1,UK average house price,Index: house price,GBP
2025-08-01,2025-08,2025,8,733.0,240.327868852459,0.05164992826398862,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2025-08-01,2025-08,2025,8,0.05,86.20689655172414,0.007000000000000006,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2025-09-01,2025-09,2025,9,266998.0,342.5246953175112,0.023,2000-01-01,1,UK average house price,Index: house price,GBP
2025-09-01,2025-09,2025,9,734.0,240.655737704918,0.042613636363636465,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2025-09-01,2025-09,2025,9,0.051,87.93103448275862,0.008,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2025-10-01,2025-10,2025,10,268324.0,344.2257857601026,0.025,2000-01-01,1,UK average house price,Index: house price,GBP
2025-10-01,2025-10,2025,10,740.0,242.62295081967213,0.049645390070921946,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2025-10-01,2025-10,2025,10,0.051,87.93103448275862,0.006999999999999992,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2025-11-01,2025-11,2025,11,270139.0,346.55420141116105,0.03,2000-01-01,1,UK average house price,Index: house price,GBP
2025-11-01,2025-11,2025,11,740.0,242.62295081967213,0.04667609618104662,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2025-11-01,2025-11,2025,11,0.052000000000000005,89.65517241379311,0.008,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2025-12-01,2025-12,2025,12,268551.0,344.51699807568957,0.019,2000-01-01,1,UK average house price,Index: house price,GBP
2025-12-01,2025-12,2025,12,735.0,240.98360655737702,0.02941176470588225,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2025-12-01,2025-12,2025,12,0.052000000000000005,89.65517241379311,0.008,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2026-01-01,2026-01,2026,1,267782.0,343.53046824887747,0.01,2000-01-01,1,UK average house price,Index: house price,GBP
2026-01-01,2026-01,2026,1,743.0,243.60655737704917,0.04647887323943656,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
2026-01-01,2026-01,2026,1,0.049,84.48275862068967,0.0049999999999999975,2000-01-01,3,Unemployment rate,Index: unemployment rate,Percent
2026-02-01,2026-02,2026,2,269296.0,345.47273893521486,0.012,2000-01-01,1,UK average house price,Index: house price,GBP
2026-02-01,2026-02,2026,2,745.0,244.26229508196718,0.03616133518776077,2000-01-01,2,Average weekly earnings,Index: weekly earnings,GBP per week
